combo_folder,tap_num,regularization,coeff_total_bits,coeff_frac_bits,fixed_format,run_name,h1_ripple_db,float_dense_ripple_db,float_dense_pass_0p1db,max_abs_coeff,fixed_saturation_count,fixed_dense_ripple_db,fixed_dense_pass_0p1db,behavior_float_ripple_db,behavior_fixed_ripple_db,behavior_fixed_pass_0p1db,qam_float_magnitude_only_evm_percent,qam_fixed_magnitude_only_evm_percent
tap064_reg1em04_q2_14,64,0.0001,16,14,Q2.14,h1_full_combined_random_20260528_022750,0.6345468328855539,0.09481455310570935,True,0.4826865554523662,0,0.09465721626230422,True,0.07538275448094645,0.07532995130494341,True,0.15531058859760782,0.15578541504170546
tap064_reg1em04_q3_13,64,0.0001,16,13,Q3.13,h1_full_combined_random_20260528_022804,0.6345468328855539,0.09481455310570935,True,0.4826865554523662,0,0.0927828302628124,True,0.07538275448094645,0.07324627477599921,True,0.15531058859760782,0.1572807172405323
tap064_reg1em04_q4_12,64,0.0001,16,12,Q4.12,h1_full_combined_random_20260528_022816,0.6345468328855539,0.09481455310570935,True,0.4826865554523662,0,0.09378734036532774,True,0.07538275448094645,0.07430223144108923,True,0.15531058859760782,0.16164812633123693
tap064_reg3em04_q2_14,64,0.0003,16,14,Q2.14,h1_full_combined_random_20260528_022829,0.6345468328855539,0.09881445551755391,True,0.2854372505252868,0,0.09843155372219128,True,0.07953886854941061,0.079136893955546,True,0.16130885580928067,0.16173376209027499
tap064_reg3em04_q3_13,64,0.0003,16,13,Q3.13,h1_full_combined_random_20260528_022841,0.6345468328855539,0.09881445551755391,True,0.2854372505252868,0,0.09709234663798474,True,0.07953886854941061,0.07774068985087104,True,0.16130885580928067,0.16301807366233248
tap064_reg3em04_q4_12,64,0.0003,16,12,Q4.12,h1_full_combined_random_20260528_022854,0.6345468328855539,0.09881445551755391,True,0.2854372505252868,0,0.10686414914341921,False,0.07953886854941061,0.08606745484114557,True,0.16130885580928067,0.1693251468004463
tap064_reg1em03_q2_14,64,0.001,16,14,Q2.14,h1_full_combined_random_20260528_022907,0.6345468328855539,0.10312177115306664,False,0.20479132441205739,0,0.10397059524041208,False,0.08388303420943417,0.08466246073189954,True,0.1671723217248317,0.1679710373765067
tap064_reg1em03_q3_13,64,0.001,16,13,Q3.13,h1_full_combined_random_20260528_022922,0.6345468328855539,0.10312177115306664,False,0.20479132441205739,0,0.10498909546337723,False,0.08388303420943417,0.08558469292258271,True,0.1671723217248317,0.16843087573706067
tap064_reg1em03_q4_12,64,0.001,16,12,Q4.12,h1_full_combined_random_20260528_022939,0.6345468328855539,0.10312177115306664,False,0.20479132441205739,0,0.10796304930671768,False,0.08388303420943417,0.08548640892288684,True,0.1671723217248317,0.17230760998864053
tap080_reg1em04_q2_14,80,0.0001,16,14,Q2.14,h1_full_combined_random_20260528_022956,0.6345468328855539,0.08079449482920956,True,0.27632900098815527,0,0.08026506346215898,True,0.06004794700591745,0.059421274430863535,True,0.12866001196032942,0.13005021527798316
tap080_reg1em04_q3_13,80,0.0001,16,13,Q3.13,h1_full_combined_random_20260528_023010,0.6345468328855539,0.08079449482920956,True,0.27632900098815527,0,0.08554710947742697,True,0.06004794700591745,0.06255218993789606,True,0.12866001196032942,0.13383934484016255
tap080_reg1em04_q4_12,80,0.0001,16,12,Q4.12,h1_full_combined_random_20260528_023024,0.6345468328855539,0.08079449482920956,True,0.27632900098815527,0,0.08799802690062347,True,0.06004794700591745,0.05399450897798258,True,0.12866001196032942,0.14786111850406597
tap080_reg3em04_q2_14,80,0.0003,16,14,Q2.14,h1_full_combined_random_20260528_023037,0.6345468328855539,0.08107452002355567,True,0.17874570582565416,0,0.07959655391239465,True,0.06056398593928629,0.059084029364131846,True,0.1310234397284577,0.13201947176711937
tap080_reg3em04_q3_13,80,0.0003,16,13,Q3.13,h1_full_combined_random_20260528_023050,0.6345468328855539,0.08107452002355567,True,0.17874570582565416,0,0.08381021670071828,True,0.06056398593928629,0.0630943159846943,True,0.1310234397284577,0.134102692038385
tap080_reg3em04_q4_12,80,0.0003,16,12,Q4.12,h1_full_combined_random_20260528_023104,0.6345468328855539,0.08107452002355567,True,0.17874570582565416,0,0.08522625341637236,True,0.06056398593928629,0.05739142025467124,True,0.1310234397284577,0.1516837966122595
tap080_reg1em03_q2_14,80,0.001,16,14,Q2.14,h1_full_combined_random_20260528_023117,0.6345468328855539,0.08176133976853436,True,0.1718382597957648,0,0.08311523220725153,True,0.06153429602582058,0.06300559513214914,True,0.1338027009432446,0.13460386665595167
tap080_reg1em03_q3_13,80,0.001,16,13,Q3.13,h1_full_combined_random_20260528_023130,0.6345468328855539,0.08176133976853436,True,0.1718382597957648,0,0.07987211354759113,True,0.06153429602582058,0.057224955860318755,True,0.1338027009432446,0.1371782926222593
tap080_reg1em03_q4_12,80,0.001,16,12,Q4.12,h1_full_combined_random_20260528_023143,0.6345468328855539,0.08176133976853436,True,0.1718382597957648,0,0.08343733690906135,True,0.06153429602582058,0.06311848537638938,True,0.1338027009432446,0.143082519278496
tap096_reg1em04_q2_14,96,0.0001,16,14,Q2.14,h1_full_combined_random_20260528_023156,0.6345468328855539,0.06491704039078636,True,0.29428463790326453,0,0.0637010161138524,True,0.04367948725165556,0.04465143193971992,True,0.10187260168566745,0.10398558038724398
tap096_reg1em04_q3_13,96,0.0001,16,13,Q3.13,h1_full_combined_random_20260528_023209,0.6345468328855539,0.06491704039078636,True,0.29428463790326453,0,0.07463993143248858,True,0.04367948725165556,0.04861017234417642,True,0.10187260168566745,0.11077019335396672
tap096_reg1em04_q4_12,96,0.0001,16,12,Q4.12,h1_full_combined_random_20260528_023222,0.6345468328855539,0.06491704039078636,True,0.29428463790326453,0,0.07009460678238293,True,0.04367948725165556,0.04609490625864094,True,0.10187260168566745,0.11648032472570316
tap096_reg3em04_q2_14,96,0.0003,16,14,Q2.14,h1_full_combined_random_20260528_023235,0.6345468328855539,0.06771417134146876,True,0.26030053359738853,0,0.0712303990639547,True,0.04642665245709825,0.049896001366169146,True,0.1055865916051381,0.10677830064173388
tap096_reg3em04_q3_13,96,0.0003,16,13,Q3.13,h1_full_combined_random_20260528_023248,0.6345468328855539,0.06771417134146876,True,0.26030053359738853,0,0.07028351269025296,True,0.04642665245709825,0.052495598450765193,True,0.1055865916051381,0.10827928957824932
tap096_reg3em04_q4_12,96,0.0003,16,12,Q4.12,h1_full_combined_random_20260528_023306,0.6345468328855539,0.06771417134146876,True,0.26030053359738853,0,0.07395195276418479,True,0.04642665245709825,0.04478614243823879,True,0.1055865916051381,0.12397951701560714
tap096_reg1em03_q2_14,96,0.001,16,14,Q2.14,h1_full_combined_random_20260528_023320,0.6345468328855539,0.0709346397123286,True,0.24473273295849512,0,0.06901996359901016,True,0.04959737894715755,0.04951923593746207,True,0.10954472469125828,0.11124017028765112
tap096_reg1em03_q3_13,96,0.001,16,13,Q3.13,h1_full_combined_random_20260528_023333,0.6345468328855539,0.0709346397123286,True,0.24473273295849512,0,0.072188272812858,True,0.04959737894715755,0.052167315346924356,True,0.10954472469125828,0.1180367604335112
tap096_reg1em03_q4_12,96,0.001,16,12,Q4.12,h1_full_combined_random_20260528_023346,0.6345468328855539,0.0709346397123286,True,0.24473273295849512,0,0.07366187571321073,True,0.04959737894715755,0.055626107014529906,True,0.10954472469125828,0.12321378270084452
